id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
343776,US-3819,closed,Coast Guard Air Station Ten Pound Island Seaplane Base,42.60907,-70.66116,,NA,US,US-MA,Gloucester,no,,,,,,https://en.wikipedia.org/wiki/Coast_Guard_Aviation_Station_Ten_Pound_Island,
344337,US-4052,heliport,Athol Hospital Heliport,42.58471,-72.20906,,NA,US,US-MA,Athol,no,,,,,,,
346049,US-4689,closed,Nomans Land Navy Airfield,41.25359,-70.82362,56,NA,US,US-MA,Chilmark,no,,,,,,,
346526,US-4826,heliport,Martha's Vineyard Hospital Heliport,41.459786,-70.578935,1,NA,US,US-MA,Oak Bluffs,no,,,MA62,MA62,,,
346546,US-4839,closed,A-Copy Heliport,42.20121,-71.15532,52,NA,US,US-MA,Westwood,no,,,,,,,0MA3
347874,US-5209,heliport,Emerson Hospital Heliport,42.45119,-71.37487,121,NA,US,US-MA,Concord,no,,,,,,,
347875,US-5210,closed,Millipore Heliport,42.48369,-71.27075,115,NA,US,US-MA,Bedford,no,,,,,,,
430409,US-7145,seaplane_base,Kevins Seaport Seaplane Base,42.274442,-72.599656,102,NA,US,US-MA,South Hadley,no,,,14MA,14MA,,,
7308,US-9477,closed,Textron/Everett Heliport,42.404496,-71.070602,40,NA,US,US-MA,Everett,no,,,,,,,0MA8
7830,US-9578,closed,Metropolitan Airport,42.223301,-72.311401,418,NA,US,US-MA,Palmer,no,,,,,,https://web.archive.org/web/20210805224524/https://en.wikipedia.org/wiki/Metropolitan_Airport,"13MA, PMX"
7891,US-9593,closed,Vergnani Heliport,42.049801,-72.6493,180,NA,US,US-MA,Agawam,no,,,,,,,14MA
